PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	human_gene_id	current_symbol	gene_mapping_method	detected_sample_n	detection_fraction	median_log2_intensity_observed	selected_gene_representative	passes_detection_50pct	source_row
GALNT7	N-acetylgalactosaminyltransferase 7	Q86SF2	51809	GALNT7	official_exact	47	1.0	5.358240576197578	True	True	1354
PEPD	Xaa-Pro dipeptidase;Isoform 3 of Xaa-Pro dipeptidase	P12955;P12955-3	5184	PEPD	official_exact	14	0.2978723404255319	4.355176773751913	True	False	567
CFP	Properdin	P27918	5199	CFP	official_exact	3	0.06382978723404255	5.847331141810802	True	False	742
ACP1	Low molecular weight phosphotyrosine protein phosphatase	P24666	52	ACP1	official_exact	13	0.2765957446808511	5.189919546747002	True	False	716
PFDN4	Prefoldin subunit 4	Q9NQP4	5203	PFDN4	official_exact	3	0.06382978723404255	4.465603519508647	True	False	1579
PFKL	ATP-dependent 6-phosphofructokinase, liver type	P17858	5211	PFKL	official_exact	10	0.2127659574468085	5.044506637071633	True	False	638
PFKP	ATP-dependent 6-phosphofructokinase, platelet type	Q01813	5214	PFKP	official_exact	7	0.14893617021276595	5.07245992106521	True	False	1119
PFN1	Profilin-1	P07737	5216	PFN1	official_exact	46	0.9787234042553191	6.32783834676983	True	True	444
PFN2	Profilin-2;Isoform IIb of Profilin-2	P35080;P35080-2	5217	PFN2	official_exact	12	0.2553191489361702	6.054735901208257	True	False	813
PGAM1	Phosphoglycerate mutase 1	P18669	5223	PGAM1	official_exact	35	0.7446808510638298	4.744041226318898	True	True	650
PGD	6-phosphogluconate dehydrogenase, decarboxylating;Isoform 2 of 6-phosphogluconate dehydrogenase, decarboxylating	P52209;P52209-2	5226	PGD	official_exact	37	0.7872340425531915	4.994099694841215	True	True	951
ATP6V1A	V-type proton ATPase catalytic subunit A;Isoform 2 of V-type proton ATPase catalytic subunit A	P38606;P38606-2	523	ATP6V1A	official_exact	22	0.46808510638297873	4.36022630967186	True	False	843
PGK1	Phosphoglycerate kinase 1;Isoform 2 of Phosphoglycerate kinase 1	P00558;P00558-2	5230	PGK1	official_exact	46	0.9787234042553191	5.3658229776065784	True	True	253
PGM1	Phosphoglucomutase-1	P36871	5236	PGM1	official_exact	22	0.46808510638297873	4.447323295183109	True	False	833
PHB	Prohibitin	P35232	5245	PHB1	unique_synonym	9	0.19148936170212766	4.436122609178535	True	False	816
SLC25A3	Phosphate carrier protein, mitochondrial;Isoform B of Phosphate carrier protein, mitochondrial	Q00325;Q00325-2	5250	SLC25A3	official_exact	19	0.40425531914893614	4.573629507289792	True	False	1107
ATP6V1B2	V-type proton ATPase subunit B, brain isoform	P21281	526	ATP6V1B2	official_exact	12	0.2553191489361702	5.089342675636131	True	False	679
SERPINA1	Alpha-1-antitrypsin;Isoform 2 of Alpha-1-antitrypsin	P01009;P01009-2	5265	SERPINA1	official_exact	47	1.0	5.636943287266165	True	True	267
PI3	Elafin	P19957	5266	PI3	official_exact	46	0.9787234042553191	5.727208050558764	True	True	662
SERPINA4	Kallistatin	P29622	5267	SERPINA4	official_exact	10	0.2127659574468085	4.561237394421804	True	False	760
SERPINB5	Serpin B5	P36952	5268	SERPINB5	official_exact	36	0.7659574468085106	5.704869763016974	True	True	835
SERPINB6	Serpin B6	P35237	5269	SERPINB6	official_exact	11	0.23404255319148937	5.358589500659897	True	False	817
SERPINE2	Glia-derived nexin;Isoform 2 of Glia-derived nexin;Isoform 3 of Glia-derived nexin	P07093;P07093-2;P07093-3	5270	SERPINE2	official_exact	2	0.0425531914893617	5.38860445227497	True	False	425
SERPINB8	Serpin B8	P50452	5271	SERPINB8	official_exact	7	0.14893617021276595	4.349368167369504	True	False	926
SERPINI1	Neuroserpin	Q99574	5274	SERPINI1	official_exact	47	1.0	6.059580465455027	True	True	1493
SERPINB13	Serpin B13;Isoform 2 of Serpin B13	Q9UIV8;Q9UIV8-2	5275	SERPINB13	official_exact	1	0.02127659574468085	4.980197117454934	True	False	1644
PIGR	Polymeric immunoglobulin receptor	P01833	5284	PIGR	official_exact	47	1.0	8.16324795970563	True	True	309
ACP2	Lysosomal acid phosphatase	P11117	53	ACP2	official_exact	24	0.5106382978723404	4.84458659722236	True	True	539
PIP	Prolactin-inducible protein	P12273	5304	PIP	official_exact	47	1.0	9.360737529987045	True	True	557
PITPNA	Phosphatidylinositol transfer protein alpha isoform	Q00169	5306	PITPNA	official_exact	8	0.1702127659574468	4.420022901988258	True	False	1106
PKM	Pyruvate kinase PKM	P14618	5315	PKM	official_exact	47	1.0	5.519064380995022	True	True	598
PKP1	Plakophilin-1;Isoform 1 of Plakophilin-1	Q13835;Q13835-2	5317	PKP1	official_exact	19	0.40425531914893614	4.69867086446357	True	False	1204
PLA2G2A	Phospholipase A2, membrane associated	P14555	5320	PLA2G2A	official_exact	47	1.0	7.284751536910698	True	True	597
PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1;Isoform 2 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	P51178;P51178-2	5333	PLCD1	official_exact	5	0.10638297872340426	4.0726566684245675	True	False	938
NUDT9	ADP-ribose pyrophosphatase, mitochondrial;Isoform 2 of ADP-ribose pyrophosphatase, mitochondrial	Q9BW91;Q9BW91-2	53343	NUDT9	official_exact	1	0.02127659574468085	3.455691937486817	True	False	1523
PLEC	Plectin;Isoform 2 of Plectin;Isoform 3 of Plectin;Isoform 4 of Plectin;Isoform 5 of Plectin;Isoform 6 of Plectin;Isoform 7 of Plectin;Isoform 8 of Plectin;Isoform 9 of Plectin	Q15149;Q15149-2;Q15149-3;Q15149-4;Q15149-5;Q15149-6;Q15149-7;Q15149-8;Q15149-9	5339	PLEC	official_exact	33	0.7021276595744681	4.997666975959116	True	True	1248
PLG	Plasminogen	P00747	5340	PLG	official_exact	44	0.9361702127659575	5.171183786816416	True	True	261
SERPINF2	Alpha-2-antiplasmin	P08697	5345	SERPINF2	official_exact	25	0.5319148936170213	5.623106642576593	True	True	471
FXYD3	FXYD domain-containing ion transport regulator 3;Isoform 2 of FXYD domain-containing ion transport regulator 3;Isoform 3 of FXYD domain-containing ion transport regulator 3;Isoform 4 of FXYD domain-containing ion transport regulator 3	Q14802;Q14802-2;Q14802-3;Q14802-4	5349	FXYD3	official_exact	38	0.8085106382978723	5.950104973305866	True	True	1238
PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1;Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	Q02809;Q02809-2	5351	PLOD1	official_exact	47	1.0	6.718962061004117	True	True	1126
PLP2	Proteolipid protein 2	Q04941	5355	PLP2	official_exact	11	0.23404255319148937	4.801280303067744	True	False	1138
PLS3	Plastin-3	P13797	5358	PLS3	official_exact	37	0.7872340425531915	5.7553980091227634	True	True	586
PLSCR1	Phospholipid scramblase 1;Isoform 2 of Phospholipid scramblase 1	O15162;O15162-2	5359	PLSCR1	official_exact	10	0.2127659574468085	3.1396976488488395	True	False	123
PLTP	Phospholipid transfer protein	P55058	5360	PLTP	official_exact	47	1.0	7.879972340694614	True	True	973
ATP6AP1	V-type proton ATPase subunit S1	Q15904	537	ATP6AP1	official_exact	45	0.9574468085106383	5.675838401141876	True	True	1270
PML	Protein PML;Isoform PML-7 of Protein PML;Isoform PML-11 of Protein PML;Isoform PML-12 of Protein PML;Isoform PML-13 of Protein PML;Isoform PML-14 of Protein PML;Isoform PML-5 of Protein PML;Isoform PML-8 of Protein PML;Isoform PML-6 of Protein PML;Isoform PML-4 of Protein PML;Isoform PML-2 of Protein PML;Isoform PML-3 of Protein PML	P29590;P29590-10;P29590-11;P29590-12;P29590-13;P29590-14;P29590-2;P29590-3;P29590-4;P29590-5;P29590-8;P29590-9	5371	PML	official_exact	4	0.0851063829787234	5.741372677232	True	False	759
PMM2	Phosphomannomutase 2;Isoform 2 of Phosphomannomutase 2	O15305;O15305-2	5373	PMM2	official_exact	4	0.0851063829787234	5.310213373062259	True	False	125
ATP5PO	ATP synthase subunit O, mitochondrial	P48047	539	ATP5PO	official_exact	7	0.14893617021276595	3.481440270425188	True	False	889
A4GALT	Lactosylceramide 4-alpha-galactosyltransferase	Q9NPC4	53947	A4GALT	official_exact	7	0.14893617021276595	3.8302190484106236	True	False	1572
ACP5	Tartrate-resistant acid phosphatase type 5	P13686	54	ACP5	official_exact	9	0.19148936170212766	4.224333389140503	True	False	579
FAM3B	Protein FAM3B;Isoform A of Protein FAM3B;Isoform C of Protein FAM3B	P58499;P58499-2;P58499-3	54097	FAM3B	official_exact	43	0.9148936170212766	5.19041895918327	True	True	992
NANS	Sialic acid synthase	Q9NR45	54187	NANS	official_exact	8	0.1702127659574468	4.541366055598884	True	False	1584
PODXL	Podocalyxin;Isoform 2 of Podocalyxin	O00592;O00592-2	5420	PODXL	official_exact	46	0.9787234042553191	6.725213660293697	True	True	101
CYCS	Cytochrome c	P99999	54205	CYCS	official_exact	17	0.3617021276595745	5.54404964273316	True	False	1105
DPM3	Dolichol-phosphate mannosyltransferase subunit 3;Isoform 2 of Dolichol-phosphate mannosyltransferase subunit 3	Q9P2X0;Q9P2X0-2	54344	DPM3	official_exact	12	0.2553191489361702	4.644893871055244	True	False	1620
SIAE	Sialate O-acetylesterase	Q9HAT2	54414	SIAE	official_exact	45	0.9574468085106383	5.366171845759835	True	True	1558
PON1	Serum paraoxonase/arylesterase 1	P27169	5444	PON1	official_exact	9	0.19148936170212766	5.797903706595507	True	False	733
PON3	Serum paraoxonase/lactonase 3	Q15166	5446	PON3	official_exact	41	0.8723404255319149	4.434280291700158	True	True	1249
PPA1	Inorganic pyrophosphatase	Q15181	5464	PPA1	official_exact	12	0.2553191489361702	4.473383597373362	True	False	1250
MANSC1	MANSC domain-containing protein 1;Isoform 2 of MANSC domain-containing protein 1	Q9H8J5;Q9H8J5-2	54682	MANSC1	official_exact	19	0.40425531914893614	4.911675053093774	True	False	1555
FAM20A	Pseudokinase FAM20A	Q96MK3	54757	FAM20A	official_exact	39	0.8297872340425532	5.170947362418897	True	True	1472
CTSA	Lysosomal protective protein;Isoform 2 of Lysosomal protective protein	P10619;P10619-2	5476	CTSA	official_exact	46	0.9787234042553191	5.808935432509156	True	True	531
CFAP46	Cilia- and flagella-associated protein 46;Isoform 2 of Cilia- and flagella-associated protein 46;Isoform 3 of Cilia- and flagella-associated protein 46	Q8IYW2;Q8IYW2-2;Q8IYW2-3	54777	CFAP46	official_exact	1	0.02127659574468085	3.5228683548454947	True	False	1373
PPIA	Peptidyl-prolyl cis-trans isomerase A	P62937	5478	PPIA	official_exact	47	1.0	6.383610829761396	True	True	1060
PPIB	Peptidyl-prolyl cis-trans isomerase B	P23284	5479	PPIB	official_exact	47	1.0	6.175189214353062	True	True	704
PPIC	Peptidyl-prolyl cis-trans isomerase C	P45877	5480	PPIC	official_exact	38	0.8085106382978723	6.892355500861678	True	True	874
CKMT1A	Creatine kinase U-type, mitochondrial	P12532	548596	CKMT1A	official_exact	17	0.3617021276595745	4.500774180862835	True	False	560
EPS8L1	Epidermal growth factor receptor kinase substrate 8-like protein 1;Isoform 2 of Epidermal growth factor receptor kinase substrate 8-like protein 1;Isoform 4 of Epidermal growth factor receptor kinase substrate 8-like protein 1	Q8TE68;Q8TE68-2;Q8TE68-4	54869	EPS8L1	official_exact	7	0.14893617021276595	4.954810257758797	True	False	1415
CHCHD3	MICOS complex subunit MIC19	Q9NX63	54927	CHCHD3	official_exact	3	0.06382978723404255	4.10299399500244	True	False	1595
BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	Q9NX62	54928	BPNT2	official_exact	2	0.0425531914893617	4.301038589388089	True	False	1594
PPL	Periplakin	O60437	5493	PPL	official_exact	37	0.7872340425531915	4.568965281942478	True	True	161
ODAM	Odontogenic ameloblast-associated protein	A1E959	54959	ODAM	official_exact	1	0.02127659574468085	4.3172191005585265	True	False	69
SSH3	Protein phosphatase Slingshot homolog 3;Isoform 3 of Protein phosphatase Slingshot homolog 3	Q8TE77;Q8TE77-3	54961	SSH3	official_exact	2	0.0425531914893617	4.315828977911989	True	False	1416
TMEM132A	Transmembrane protein 132A;Isoform 2 of Transmembrane protein 132A	Q24JP5;Q24JP5-2	54972	TMEM132A	official_exact	28	0.5957446808510638	5.088840520410455	True	True	1288
ACP3	Prostatic acid phosphatase;Isoform 2 of Prostatic acid phosphatase	P15309;P15309-2	55	ACP3	official_exact	47	1.0	4.812377888766893	True	True	609
PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	P62140	5500	PPP1CB	official_exact	37	0.7872340425531915	4.787670848400392	True	True	1026
LAMTOR1	Ragulator complex protein LAMTOR1	Q6IAA8	55004	LAMTOR1	official_exact	3	0.06382978723404255	3.6473629017702893	True	False	1314
PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Isoform 2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	P36873;P36873-2	5501	PPP1CC	official_exact	1	0.02127659574468085	5.151122789608944	True	False	834
PPP1R7	Protein phosphatase 1 regulatory subunit 7;Isoform 2 of Protein phosphatase 1 regulatory subunit 7	Q15435;Q15435-2	5510	PPP1R7	official_exact	12	0.2553191489361702	4.911440752876423	True	False	1259
ANO1	Anoctamin-1;Isoform 2 of Anoctamin-1	Q5XXA6;Q5XXA6-2	55107	ANO1	official_exact	15	0.3191489361702128	4.155534421540417	True	False	1308
CRTAC1	Cartilage acidic protein 1;Isoform 2 of Cartilage acidic protein 1;Isoform 3 of Cartilage acidic protein 1	Q9NQ79;Q9NQ79-2;Q9NQ79-3	55118	CRTAC1	official_exact	3	0.06382978723404255	4.058634563525354	True	False	1577
PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	P30153	5518	PPP2R1A	official_exact	18	0.3829787234042553	5.0922774540633196	True	False	776
PPP2R2A	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	P63151	5520	PPP2R2A	official_exact	6	0.1276595744680851	4.353033498384882	True	False	1067
UBA6	Ubiquitin-like modifier-activating enzyme 6;Isoform 2 of Ubiquitin-like modifier-activating enzyme 6	A0AVT1;A0AVT1-2	55236	UBA6	official_exact	1	0.02127659574468085	4.173686284784639	True	False	67
PGM2	Phosphoglucomutase-2	Q96G03	55276	PGM2	official_exact	21	0.44680851063829785	5.078167750773841	True	False	1461
TMEM40	Transmembrane protein 40;Isoform 2 of Transmembrane protein 40	Q8WWA1;Q8WWA1-2	55287	TMEM40	official_exact	1	0.02127659574468085	3.9541043463508414	True	False	1423
CPPED1	Serine/threonine-protein phosphatase CPPED1	Q9BRF8	55313	CPPED1	official_exact	29	0.6170212765957447	4.345537357025207	True	True	1512
PPT1	Palmitoyl-protein thioesterase 1	P50897	5538	PPT1	official_exact	44	0.9361702127659575	5.370478936300263	True	True	931
PRCP	Lysosomal Pro-X carboxypeptidase;Isoform 2 of Lysosomal Pro-X carboxypeptidase	P42785;P42785-2	5547	PRCP	official_exact	40	0.851063829787234	4.60858748104746	True	True	867
PRELP	Prolargin	P51888	5549	PRELP	official_exact	23	0.48936170212765956	4.334100438701788	True	False	949
PREP	Prolyl endopeptidase	P48147	5550	PREP	official_exact	9	0.19148936170212766	4.05724413402836	True	False	890
TNFRSF19	Tumor necrosis factor receptor superfamily member 19;Isoform 2 of Tumor necrosis factor receptor superfamily member 19	Q9NS68;Q9NS68-2	55504	TNFRSF19	official_exact	33	0.7021276595744681	3.693629242867293	True	True	1587
GALNT10	Polypeptide N-acetylgalactosaminyltransferase 10;Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 10	Q86SR1;Q86SR1-2	55568	GALNT10	official_exact	14	0.2978723404255319	4.878813588460108	True	False	1357
NAGK	N-acetyl-D-glucosamine kinase;Isoform 2 of N-acetyl-D-glucosamine kinase	Q9UJ70;Q9UJ70-2	55577	NAGK	official_exact	13	0.2765957446808511	5.553228625580389	True	False	1645
OTUB1	Ubiquitin thioesterase OTUB1	Q96FW1	55611	OTUB1	official_exact	12	0.2553191489361702	4.309867027232626	True	False	1460
PACS1	Phosphofurin acidic cluster sorting protein 1;Isoform 2 of Phosphofurin acidic cluster sorting protein 1	Q6VY07;Q6VY07-2	55690	PACS1	official_exact	7	0.14893617021276595	4.652276933263373	True	False	1331
VPS35	Vacuolar protein sorting-associated protein 35	Q96QK1	55737	VPS35	official_exact	15	0.3191489361702128	4.869379501962742	True	False	1478
CNDP2	Cytosolic non-specific dipeptidase	Q96KP4	55748	CNDP2	official_exact	29	0.6170212765957447	5.0560525466339294	True	True	1469
UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	Q9NYU1	55757	UGGT2	official_exact	11	0.23404255319148937	3.9259654559762365	True	False	1599
CAND1	Cullin-associated NEDD8-dissociated protein 1	Q86VP6	55832	CAND1	official_exact	15	0.3191489361702128	4.175096450745115	True	False	1362
GSDMB	Gasdermin-B;Isoform 2 of Gasdermin-B;Isoform 3 of Gasdermin-B;Isoform 4 of Gasdermin-B;Isoform 6 of Gasdermin-B	Q8TAX9;Q8TAX9-2;Q8TAX9-3;Q8TAX9-4;Q8TAX9-6	55876	GSDMB	official_exact	3	0.06382978723404255	4.922109616236649	True	False	1408
PRKCSH	Glucosidase 2 subunit beta;Isoform 2 of Glucosidase 2 subunit beta	P14314;P14314-2	5589	PRKCSH	official_exact	47	1.0	6.532085967329383	True	True	593
GPRC5C	G-protein coupled receptor family C group 5 member C;Isoform 2 of G-protein coupled receptor family C group 5 member C	Q9NQ84;Q9NQ84-2	55890	GPRC5C	official_exact	36	0.7659574468085106	4.950214370568464	True	True	1578
MAPK1	Mitogen-activated protein kinase 1;Isoform 2 of Mitogen-activated protein kinase 1	P28482;P28482-2	5594	MAPK1	official_exact	4	0.0851063829787234	5.034632155290723	True	False	749
SULF2	Extracellular sulfatase Sulf-2;Isoform 2 of Extracellular sulfatase Sulf-2	Q8IWU5;Q8IWU5-2	55959	SULF2	official_exact	43	0.9148936170212766	4.2300103175369	True	True	1372
NSFL1C	NSFL1 cofactor p47;Isoform 3 of NSFL1 cofactor p47	Q9UNZ2;Q9UNZ2-5	55968	NSFL1C	official_exact	8	0.1702127659574468	4.511810680796501	True	False	1665
GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Q9UBI6	55970	GNG12	official_exact	26	0.5531914893617021	5.310202605868733	True	True	1624
MYDGF	Myeloid-derived growth factor	Q969H8	56005	MYDGF	official_exact	20	0.425531914893617	4.343367578887912	True	False	1447
PDGFC	Platelet-derived growth factor C	Q9NRA1	56034	PDGFC	official_exact	45	0.9574468085106383	5.7510189017887585	True	True	1585
DNAJC3	DnaJ homolog subfamily C member 3	Q13217	5611	DNAJC3	official_exact	47	1.0	6.54577473667917	True	True	1180
PRNP	Major prion protein	P04156	5621	PRNP	official_exact	25	0.5319148936170213	4.5793502383878035	True	True	366
PROS1	Vitamin K-dependent protein S	P07225	5627	PROS1	official_exact	2	0.0425531914893617	5.144011180066107	True	False	429
AZGP1	Zinc-alpha-2-glycoprotein	P25311	563	AZGP1	official_exact	47	1.0	8.496017590276436	True	True	717
IL36G	Interleukin-36 gamma;Isoform 2 of Interleukin-36 gamma	Q9NZH8;Q9NZH8-2	56300	IL36G	official_exact	28	0.5957446808510638	7.63374796766091	True	True	1605
LGMN	Legumain	Q99538	5641	LGMN	official_exact	46	0.9787234042553191	5.2939370631817475	True	True	1492
PRSS1	Trypsin-1	P07477	5644	PRSS1	official_exact	11	0.23404255319148937	7.516430799098562	True	False	440
PRSS3	Trypsin-3;Isoform 2 of Trypsin-3;Isoform 3 of Trypsin-3;Isoform 4 of Trypsin-3;Isoform 5 of Trypsin-3	P35030;P35030-2;P35030-3;P35030-4;P35030-5	5646	PRSS3	official_exact	39	0.8297872340425532	6.388444092326693	True	True	811
CCL28	C-C motif chemokine 28	Q9NRJ3	56477	CCL28	official_exact	42	0.8936170212765957	6.795721150835985	True	True	1586
MASP1	Mannan-binding lectin serine protease 1	P48740	5648	MASP1	official_exact	10	0.2127659574468085	7.270645539032678	True	False	899
KLK7	Kallikrein-7	P49862	5650	KLK7	official_exact	25	0.5319148936170213	5.725049578354902	True	True	920
PRSS8	Prostasin	Q16651	5652	PRSS8	official_exact	47	1.0	6.298659596432295	True	True	1280
KLK6	Kallikrein-6	Q92876	5653	KLK6	official_exact	22	0.46808510638297873	5.187762860546177	True	False	1443
HTRA1	Serine protease HTRA1	Q92743	5654	HTRA1	official_exact	47	1.0	6.925331138202126	True	True	1438
KLK10	Kallikrein-10	O43240	5655	KLK10	official_exact	21	0.44680851063829785	4.297947860400632	True	False	134
PRTN3	Myeloblastin	P24158	5657	PRTN3	official_exact	38	0.8085106382978723	6.006857246262013	True	True	712
AZU1	Azurocidin	P20160	566	AZU1	official_exact	30	0.6382978723404256	6.203319511955124	True	True	668
PSAP	Isoform Sap-mu-9 of Prosaposin	P07602-3	5660	PSAP	official_exact	47	1.0	6.995940405181332	True	True	441
NPDC1	Neural proliferation differentiation and control protein 1	Q9NQX5	56654	NPDC1	official_exact	12	0.2553191489361702	4.865380967513775	True	False	1583
B2M	Beta-2-microglobulin	P61769	567	B2M	official_exact	47	1.0	7.565200650583422	True	True	1018
